City,Firm name,Practice areas,Practice area buckets,Address,Phone,Website,Google rating,Review count,Google Maps URL,Has website (Y/N),Notes
Lakeland,Law Office of Stephen H. Artman P.A.,"Estate Planning, Business, Elder Law, Real Estate","Estate/Probate, Business, Real Estate","925 Florida Ave S, Lakeland, FL 33803",(863) 940-0874,https://www.artmanlawoffice.com/?npcmp=dir:local:1878956:33803,4.7,30,https://www.google.com/maps/search/?api=1&query=Law%20Office%20of%20Stephen%20H.%20Artman%20P.A.&query_place_id=ChIJz-pQT8w43YgRAt7pDozSKjA,Y,
Lakeland,Law Offices Lawrence Shearer,General/Unspecified,General,"2000 E Edgewood Dr suite 108A, Lakeland, FL 33803",,,3.7,3,https://www.google.com/maps/search/?api=1&query=Law%20Offices%20Lawrence%20Shearer&query_place_id=ChIJtQozVuI-3YgR9mw52MB8BTw,N,
Lakeland,Law Offices of Adam G. Hill,General/Unspecified,General,"122 E Main St Ste 189, Lakeland, FL 33801",(407) 887-1929,http://adamhillfirm.com/,,,https://www.google.com/maps/search/?api=1&query=Law%20Offices%20of%20Adam%20G.%20Hill&query_place_id=ChIJGfDACg853YgRb252D7PQHfA,Y,
Lakeland,"Law Offices of James Bell P.C., Healthcare Fraud Group",Criminal Defense,Criminal/DUI,"101 Florida Ave S, Lakeland, FL 33801",(863) 884-4378,,5,1,https://www.google.com/maps/search/?api=1&query=Law%20Offices%20of%20James%20Bell%20P.C.%2C%20Healthcare%20Fraud%20Group&query_place_id=ChIJ_TeAvOQ53YgRXGtyEPXyDWA,N,
Lakeland,"Law Offices of Peddy, P.A.","Criminal Defense, Divorce, Family Law, General Practice","Criminal/DUI, Family/Divorce, General","4200 Florida Ave S, Lakeland, FL 33813",(863) 646-1421,http://www.peddylaw.com/,4.8,72,https://www.google.com/maps/search/?api=1&query=Law%20Offices%20of%20Peddy%2C%20P.A.&query_place_id=ChIJeS7-mks53YgRpZ-fg4CpFf4,Y,
Lakeland,Lawrence Anzalone,General/Unspecified,General,"211 Florida Ave S, Lakeland, FL 33801",(863) 688-8288,http://www.burnetti.com/attorneys/lawrence-anzalone,,,https://www.google.com/maps/search/?api=1&query=Lawrence%20Anzalone&query_place_id=ChIJNfxquLU43YgRbf3Kn74nnxc,Y,
Lakeland,Legally Modern Law Group,General/Unspecified,General,"120 E Pine St #7, Lakeland, FL 33801",(863) 666-4868,http://legallymodern.com/contact-us/,4.6,38,https://www.google.com/maps/search/?api=1&query=Legally%20Modern%20Law%20Group&query_place_id=ChIJ17HEd1HEwogRO85mLcfBthM,Y,
Lakeland,"Liesl A. Weeks, P.A.","Family Law, Criminal Defense, Divorce","Family/Divorce, Criminal/DUI","2121 Harden Blvd, Lakeland, FL 33803",(863) 686-2727,https://www.lieslaweeks.com/?utm_source=google-local&utm_medium=organic&utm_campaign=3323,3.7,29,https://www.google.com/maps/search/?api=1&query=Liesl%20A.%20Weeks%2C%20P.A.&query_place_id=ChIJkXGGi9843YgRZ80zLGuBaBg,Y,
Lakeland,"Lilly & Brown, LLP",Personal Injury,Personal Injury,"1102 Florida Ave S, Lakeland, FL 33803",(863) 683-1111,http://www.lillybrownlaw.com/?utm_source=GMB&utm_medium=organic&utm_campaign=Lakeland,4.4,13,https://www.google.com/maps/search/?api=1&query=Lilly%20%26%20Brown%2C%20LLP&query_place_id=ChIJj2Y9hss43YgRMTjdMwtByqw,Y,Multi-branch: 2 Polk County locations for this firm
Lakeland,"Lopez & Humphries, P.A. - Car Accident Lawyers - Lakeland",Personal Injury,Personal Injury,"2420 Florida Ave S, Lakeland, FL 33803",(863) 777-4191,https://lopezandhumphries.com/?fct=002&utm_source=GMB&utm_medium=organic&utm_campaign=lakeland,4.8,462,https://www.google.com/maps/search/?api=1&query=Lopez%20%26%20Humphries%2C%20P.A.%20-%20Car%20Accident%20Lawyers%20-%20Lakeland&query_place_id=ChIJL4RnReU73YgRUh2gB4r_qIU,Y,
Lakeland,"Lopez & Humphries, P.A. - Car Accident Lawyers – Lakeland",Personal Injury,Personal Injury,"1543 Lakeland Hills Blvd Ste 2, Lakeland, FL 33805",(863) 593-8441,https://www.lopezandhumphries.com/,5,32,https://www.google.com/maps/search/?api=1&query=Lopez%20%26%20Humphries%2C%20P.A.%20-%20Car%20Accident%20Lawyers%20%E2%80%93%20Lakeland&query_place_id=ChIJDwdWcaxB3YgRhH7DC84UjeQ,Y,
Lakeland,Lopez Melodie,General/Unspecified,General,"2420 Florida Ave S, Lakeland, FL 33803",(863) 709-1800,,5,1,https://www.google.com/maps/search/?api=1&query=Lopez%20Melodie&query_place_id=ChIJ7c0pWyo53YgR1EgflZx0oZs,N,Multi-branch: 2 Polk County locations for this firm
Lakeland,Maranatha Law - Accident & Injury Lawyers,Personal Injury,Personal Injury,"211 E Main St Ste 211, Lakeland, FL 33801",(863) 231-0738,https://maranathalaw.com/?utm_source=gbp&utm_medium=organic&utm_campaign=listing&utm_content=lakeland,5,98,https://www.google.com/maps/search/?api=1&query=Maranatha%20Law%20-%20Accident%20%26%20Injury%20Lawyers&query_place_id=ChIJUZBJh6s53YgRdJ2ZzYuuOgI,Y,Multi-branch: 2 Polk County locations for this firm
Lakeland,Martin J Hernandez PA - Lakeland,Personal Injury,Personal Injury,"120 E Pine St Ste 7a, Lakeland, FL 33801",(863) 378-4333,https://863lawyers.com/,5,4,https://www.google.com/maps/search/?api=1&query=Martin%20J%20Hernandez%20PA%20-%20Lakeland&query_place_id=ChIJdS1zDwA53YgRhg6G0IbXc7k,Y,
Lakeland,Martinez & Odom PA,General/Unspecified,General,"3240 Airfield Ct W, Lakeland, FL 33811",(863) 510-5901,,5,1,https://www.google.com/maps/search/?api=1&query=Martinez%20%26%20Odom%20PA&query_place_id=ChIJ30PgTZU53YgRzf5gcSJWNBo,N,
Lakeland,Matthew Kaylor,Criminal Defense,Criminal/DUI,"3001 Bartow Rd, Lakeland, FL 33803",(863) 668-7223,http://www.kaylorlaw.com/,4.4,13,https://www.google.com/maps/search/?api=1&query=Matthew%20Kaylor&query_place_id=ChIJAQblBQI_3YgRiXoW_Fyr_PQ,Y,Multi-branch: 2 Polk County locations for this firm
Lakeland,McKendrick Law,Family Law,Family/Divorce,"206 Easton Dr, Lakeland, FL 33803",(863) 688-3000,http://www.mckendricklaw.com/,3.9,52,https://www.google.com/maps/search/?api=1&query=McKendrick%20Law&query_place_id=ChIJmwil_io53YgRGdtU_yMdnJM,Y,
Lakeland,"McMann, P.A.","Family Law, Bankruptcy, Criminal Defense, Divorce, Immigration, Personal Injury","Family/Divorce, Business, Criminal/DUI, Immigration, Personal Injury","1700 Florida Ave S, Lakeland, FL 33803",(863) 393-9010,http://www.mcmannpa.com/,3.8,104,https://www.google.com/maps/search/?api=1&query=McMann%2C%20P.A.&query_place_id=ChIJOY3lBQI_3YgRD3mwhiSDXjw,Y,
Lakeland,"Medina Law Group, P.A.",Estate Planning,Estate/Probate,"425 Florida Ave S Ste 101, Lakeland, FL 33801",(863) 682-9730,https://www.medinapa.com/,4.5,11,https://www.google.com/maps/search/?api=1&query=Medina%20Law%20Group%2C%20P.A.&query_place_id=ChIJm8iFQsw43YgR2mPKOdAXC9s,Y,
Lakeland,Menlo Park Patents,Patent/IP,Business,"502 E Main St, Lakeland, FL 33801",(813) 398-2233,https://www.menloparkpatents.com/,4.8,17,https://www.google.com/maps/search/?api=1&query=Menlo%20Park%20Patents&query_place_id=ChIJp4NKIdUb24gRU8qnzeMjbbk,Y,"Category ambiguity resolved: Google primary category was ""Patent office"" but business is a law firm (confirmed via secondary category/name)"
Lakeland,Meyer Law Group LLC,General/Unspecified,General,"116 S Tennessee Ave #115, Lakeland, FL 33801",(863) 577-0526,,,,https://www.google.com/maps/search/?api=1&query=Meyer%20Law%20Group%20LLC&query_place_id=ChIJ_Uei_rQ43YgRUEuMwsBeMmA,N,
Lakeland,Michael H Willison P.A.,General/Unspecified,General,"114 S Lake Ave, Lakeland, FL 33801",(863) 687-0567,,4.8,13,https://www.google.com/maps/search/?api=1&query=Michael%20H%20Willison%20P.A.&query_place_id=ChIJH6BFxUs_3YgRifipxUep3d0,N,
Lakeland,"Miller Troiano, P.A.",Real Estate,Real Estate,"2323 Florida Ave S, Lakeland, FL 33803",(863) 688-7038,https://www.millerlawfl.com/,4.7,80,https://www.google.com/maps/search/?api=1&query=Miller%20Troiano%2C%20P.A.&query_place_id=ChIJh0V4bCo53YgR5qeRYe257qw,Y,
Lakeland,"Mombrun Law, PLLC",General/Unspecified,General,"238 N Massachusetts Ave 1st floor, Lakeland, FL 33801",(321) 216-2040,https://www.mombrunlaw.com/,,,https://www.google.com/maps/search/?api=1&query=Mombrun%20Law%2C%20PLLC&query_place_id=ChIJrXRvZus53YgRHl2JkAasI7I,Y,
Lakeland,"Monk Law Group, PLLC","Divorce, Criminal Defense, Elder Law, Estate Planning, Family Law, Personal Injury","Family/Divorce, Criminal/DUI, Estate/Probate, Personal Injury","800 Florida Ave S, Lakeland, FL 33801",(800) 237-9500,https://monklawgroup.com/reviews/,5,69,https://www.google.com/maps/search/?api=1&query=Monk%20Law%20Group%2C%20PLLC&query_place_id=ChIJL4RnReU73YgRdZJ6eVKufBk,Y,
Lakeland,"Moody Law, P.A.",Personal Injury,Personal Injury,"1905 US-98, Lakeland, FL 33801",(863) 869-4871,https://www.moodylaw.com/locations/lakeland-office/,4.9,44,https://www.google.com/maps/search/?api=1&query=Moody%20Law%2C%20P.A.&query_place_id=ChIJRTjAg7U43YgRXOHMdBN7yPA,Y,Multi-branch: 2 Polk County locations for this firm
Lakeland,Morgan & Morgan,"Personal Injury, Business","Personal Injury, Business","2012 Florida Ave S, Lakeland, FL 33803",(863) 680-1411,https://www.forthepeople.com/office-locations/florida/lakeland/?utm_source=GMB&utm_medium=local&utm_campaign=LakelandFLGMB,4.7,1427,https://www.google.com/maps/search/?api=1&query=Morgan%20%26%20Morgan&query_place_id=ChIJ4faUo9U43YgRJDBK73Ek0jc,Y,Multi-branch: 2 Polk County locations for this firm
Lakeland,Morgan & Morgan,"Personal Injury, Business","Personal Injury, Business","402 S Kentucky Ave Ste 402, Lakeland, FL 33801",(863) 513-1310,https://www.forthepeople.com/office-locations/florida/lakeland-kentucky-avenue/?utm_source=GMB&utm_medium=local&utm_campaign=LakelandKentuckyAveFLGMB,4.8,1896,https://www.google.com/maps/search/?api=1&query=Morgan%20%26%20Morgan&query_place_id=ChIJl9jleEM53YgRII79TuRW_W8,Y,Multi-branch: 2 Polk County locations for this firm
Lakeland,Morrison Joseph A,General/Unspecified,General,"4416 Florida National Dr, Lakeland, FL 33813",(863) 644-3399,http://www.josephamorrisonlaw.com/,4.3,14,https://www.google.com/maps/search/?api=1&query=Morrison%20Joseph%20A&query_place_id=ChIJ32vONUw53YgRzFpd73SR6-I,Y,
Lakeland,Musca Law,Criminal Defense,Criminal/DUI,"500 Florida Ave S Ste 400-14, Lakeland, FL 33801",(863) 512-5269,https://www.muscalaw.com/locations/lakeland,5,66,https://www.google.com/maps/search/?api=1&query=Musca%20Law&query_place_id=ChIJcZ5xRN0-3YgRLRwg310o6nc,Y,Multi-branch: 2 Polk County locations for this firm
Lakeland,My Price Lawyers,General/Unspecified,General,"211 Florida Ave S, Lakeland, FL 33801",(888) 473-6137,https://www.mypricelawyers.com/contact/,,,https://www.google.com/maps/search/?api=1&query=My%20Price%20Lawyers&query_place_id=ChIJVVWFx7U43YgRb13yf2jkkfU,Y,
Lakeland,O'Toole Law Group,"Personal Injury, Insurance",Personal Injury,"200 Lake Morton Dr Ste 300, Lakeland, FL 33801",(863) 533-5525,https://otoolepa.com/,5,54,https://www.google.com/maps/search/?api=1&query=O'Toole%20Law%20Group&query_place_id=ChIJmZ_kYt853YgRcxOyYUSTb4I,Y,
Lakeland,"Pansler Law Firm, P.A.",Personal Injury,Personal Injury,"223 N Florida Ave, Lakeland, FL 33801",(863) 683-7500,http://www.pansler.com/,4.7,44,https://www.google.com/maps/search/?api=1&query=Pansler%20Law%20Firm%2C%20P.A.&query_place_id=ChIJMZe0d7Q43YgRfcechZw9mJc,Y,
Lakeland,"Pardy & Rodriguez, P.A.","Personal Injury, Insurance",Personal Injury,"500 Florida Ave S Ste 411, Lakeland, FL 33801",(863) 302-9703,https://pardyrodriguezlaw.com/,5,127,https://www.google.com/maps/search/?api=1&query=Pardy%20%26%20Rodriguez%2C%20P.A.&query_place_id=ChIJsUC7ocA53YgRGct5lLynswY,Y,
Lakeland,"Parrish Law, PLLC","Insurance, Personal Injury",Personal Injury,"200 Lake Morton Dr Ste 200, Lakeland, FL 33801",(863) 285-3611,https://www.parrish.law/?utm_campaign=gmb&utm_medium=organic&utm_source=GMBlisting,4.9,31,https://www.google.com/maps/search/?api=1&query=Parrish%20Law%2C%20PLLC&query_place_id=ChIJt7DLqLo53YgR8oKjB9FjoDM,Y,
Lakeland,Paul E Blake,General/Unspecified,General,"225 E Lemon St Ste 300, Lakeland, FL 33801",(863) 683-6511,http://petersonmyers.com/,1,1,https://www.google.com/maps/search/?api=1&query=Paul%20E%20Blake&query_place_id=ChIJUeMMBbU43YgRThUmwMj-w_8,Y,
Lakeland,"Pearl & Thompson, PLLC",Criminal Defense,Criminal/DUI,"811 S Missouri Ave, Lakeland, FL 33815",(863) 359-5238,https://www.pearlandthompsonlaw.com/,4.9,37,https://www.google.com/maps/search/?api=1&query=Pearl%20%26%20Thompson%2C%20PLLC&query_place_id=ChIJMVM6ReY53YgRIqk5ezNJKbk,Y,
Lakeland,Peterson & Myers PA,"Civil Litigation, Estate Planning, Insurance","General, Estate/Probate, Personal Injury","225 E Lemon St Ste 300, Lakeland, FL 33801",(863) 683-6511,https://www.petersonmyers.com/,3.7,25,https://www.google.com/maps/search/?api=1&query=Peterson%20%26%20Myers%20PA&query_place_id=ChIJUeMMBbU43YgRyVAaSSqthpc,Y,Multi-branch: 2 Polk County locations for this firm
Lakeland,Philip J. Slotnick,General/Unspecified,General,"211 Florida Ave S, Lakeland, FL 33801",(863) 680-1131,,,,https://www.google.com/maps/search/?api=1&query=Philip%20J.%20Slotnick&query_place_id=ChIJ6-9huLU43YgR_oZlz-BTqmA,N,
Lakeland,"Pilka Adams & Reed, P.A.","Criminal Defense, Estate Planning, Personal Injury, Real Estate","Criminal/DUI, Estate/Probate, Personal Injury, Real Estate","256 N Kentucky Ave, Lakeland, FL 33801",(813) 502-1097,https://www.pilka.com/?npcmp=dir:local:2365530:33801,4.1,33,https://www.google.com/maps/search/?api=1&query=Pilka%20Adams%20%26%20Reed%2C%20P.A.&query_place_id=ChIJWRXWFWXOwogRnkxjtTE0Oc0,Y,
Lakeland,Puterbaugh Robert E,General/Unspecified,General,"225 E Lemon St Ste 300, Lakeland, FL 33801",(863) 683-6511,http://www.petersonmyers.com/attorneys/robert-e-puterbaugh/,,,https://www.google.com/maps/search/?api=1&query=Puterbaugh%20Robert%20E&query_place_id=ChIJUeMMBbU43YgR_iK3WRbxDfw,Y,
Lakeland,RAK Law Firm,"Business, Civil Litigation, Insurance","Business, General, Personal Injury","100 S Kentucky Ave #230, Lakeland, FL 33801",(407) 437-0319,https://www.raklawfirm.com/,4.9,28,https://www.google.com/maps/search/?api=1&query=RAK%20Law%20Firm&query_place_id=ChIJmUlNySt_54gRFNfHjrmrSYA,Y,
Lakeland,"Ramona L. Blankinship,",General/Unspecified,General,"255 N Kentucky Ave, Lakeland, FL 33801",(863) 687-7737,http://familylawlakeland.com/,4.8,20,https://www.google.com/maps/search/?api=1&query=Ramona%20L.%20Blankinship%2C&query_place_id=ChIJv4uNZ7M43YgRO-LPX7XUQqs,Y,
Lakeland,Reed Mawhinney & Link,"Estate Planning, Real Estate","Estate/Probate, Real Estate","53 Lake Morton Dr Ste 100, Lakeland, FL 33801",(863) 687-1771,http://www.polklawyer.com/,4.6,31,https://www.google.com/maps/search/?api=1&query=Reed%20Mawhinney%20%26%20Link&query_place_id=ChIJB-pWCN443YgRUAvZq7STzYo,Y,
Lakeland,"Ricardo Santander, P.A.","Immigration, Criminal Defense, Family Law, General Practice","Immigration, Criminal/DUI, Family/Divorce, General","206 Easton Dr, Lakeland, FL 33803",(863) 937-9175,http://immigrationattorneyfla.com/,4,20,https://www.google.com/maps/search/?api=1&query=Ricardo%20Santander%2C%20P.A.&query_place_id=ChIJmwil_io53YgR_00RcoAj9as,Y,
Lakeland,Ruel Law Firm,Insurance,Personal Injury,"200 Lake Morton Dr #400, Lakeland, FL 33801",(833) 783-5529,https://ruellawfirm.com/,5,5,https://www.google.com/maps/search/?api=1&query=Ruel%20Law%20Firm&query_place_id=ChIJFy3fr-I53YgRVaAfbmhNaqQ,Y,
Lakeland,Russo Law,"Personal Injury, General Practice","Personal Injury, General","1135 Lakeland Hills Blvd, Lakeland, FL 33805",(863) 201-5918,https://chrisrussolaw.com/?utm_source=gmb&utm_medium=organic&utm_content=listing&utm_campaign=local,4.9,145,https://www.google.com/maps/search/?api=1&query=Russo%20Law&query_place_id=ChIJzX5JsmQ_3YgRTJpZnFh75kY,Y,
Lakeland,"Sanford M. Estroff, Law & Mediation Offices",General/Unspecified,General,"4335 Highland Park Blvd Ste 3, Lakeland, FL 33813",(863) 646-4900,http://www.estroffmediation.com/,5,1,https://www.google.com/maps/search/?api=1&query=Sanford%20M.%20Estroff%2C%20Law%20%26%20Mediation%20Offices&query_place_id=ChIJIV17v0w53YgRDj44BZkvu6k,Y,
Lakeland,Scott H. Langston Attorney at Law,General/Unspecified,General,"117 Florida Ave S, Lakeland, FL 33801",(863) 688-5659,,4.9,14,https://www.google.com/maps/search/?api=1&query=Scott%20H.%20Langston%20Attorney%20at%20Law&query_place_id=ChIJi7SfTLQ43YgR0VzmpTNT0Ug,N,
Lakeland,"Sessums Law Group, P.A.","Divorce, Family Law",Family/Divorce,"2212 Florida Ave S, Lakeland, FL 33803",(863) 204-0034,https://www.sessumslawgroup.com/,4.5,52,https://www.google.com/maps/search/?api=1&query=Sessums%20Law%20Group%2C%20P.A.&query_place_id=ChIJqfqddyo53YgRGiLjkc8w2L4,Y,
Lakeland,"Smith, Feddeler & Smith, P.A. - Lakeland Office",Personal Injury,Personal Injury,"832 Florida Ave S, Lakeland, FL 33801",(863) 336-6927,https://www.all-injuries.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_local_growthlab,4.5,159,https://www.google.com/maps/search/?api=1&query=Smith%2C%20Feddeler%20%26%20Smith%2C%20P.A.%20-%20Lakeland%20Office&query_place_id=ChIJhZ7Ddsw43YgRbP6NmtqNrT0,Y,
Lakeland,"Spivack Law, PA","Family Law, Criminal Defense, Divorce","Family/Divorce, Criminal/DUI","122 E Pine St, Lakeland, FL 33801",(863) 682-8833,http://www.spivlaw.com/,3.9,65,https://www.google.com/maps/search/?api=1&query=Spivack%20Law%2C%20PA&query_place_id=ChIJ8Y3bFBo_3YgREy2c6QXui_g,Y,
Lakeland,State Attorney,General/Unspecified,General,"930 E Parker St, Lakeland, FL 33801",(863) 802-6240,,2.8,6,https://www.google.com/maps/search/?api=1&query=State%20Attorney&query_place_id=ChIJmV7r11E_3YgRlBA6RsRaLgk,N,
Lakeland,"Stephen M. Martin, P.A.",General/Unspecified,General,"53 Lake Morton Dr, Lakeland, FL 33801",(863) 683-8765,,4,2,https://www.google.com/maps/search/?api=1&query=Stephen%20M.%20Martin%2C%20P.A.&query_place_id=ChIJbbtq-Mo43YgRap_Gq1rXOZY,N,
Lakeland,Sutton Law Firm,"Bankruptcy, Business, Divorce, Family Law","Business, Family/Divorce","202 Lake Miriam Dr w1, Lakeland, FL 33813",(863) 400-3487,https://www.suttonlawfirm.net/locations/lakeland-office/,5,3,https://www.google.com/maps/search/?api=1&query=Sutton%20Law%20Firm&query_place_id=ChIJTcTXpDI73YgRumAowcmkS4U,Y,Multi-branch: 2 Polk County locations for this firm
Lakeland,"Ted W. Weeks IV, P.A.",General/Unspecified,General,"402 S Kentucky Ave Ste 350, Lakeland, FL 33801",(863) 802-5000,,4.4,5,https://www.google.com/maps/search/?api=1&query=Ted%20W.%20Weeks%20IV%2C%20P.A.&query_place_id=ChIJkXGGi9843YgRtKA330evctM,N,
Lakeland,"The Florida Law Group, Car Accident and Personal Injury Attorneys",Personal Injury,Personal Injury,"238 N Massachusetts Ave, Lakeland, FL 33801",(833) 899-0310,https://www.thefloridalawgroup.com/lakeland/,5,2,https://www.google.com/maps/search/?api=1&query=The%20Florida%20Law%20Group%2C%20Car%20Accident%20and%20Personal%20Injury%20Attorneys&query_place_id=ChIJo6koNS853YgRw4HrCN16Ngs,Y,
Lakeland,"The Guard Law Group, PLLC",General/Unspecified,General,"2511 Orleans Ave, Lakeland, FL 33803",,,,,https://www.google.com/maps/search/?api=1&query=The%20Guard%20Law%20Group%2C%20PLLC&query_place_id=ChIJk1txKwA53YgRcpoWUUBcuUo,N,"Category ambiguity resolved: Google primary category was ""Association / Organization"" but business is a law firm (confirmed via secondary category/name)"
Lakeland,The Hardin Eldridge Law Group,General/Unspecified,General,"3730 Cleveland Heights Blvd, Lakeland, FL 33803",,,,,https://www.google.com/maps/search/?api=1&query=The%20Hardin%20Eldridge%20Law%20Group&query_place_id=ChIJjxSRLso-3YgRvhy7GK2lt80,N,
Lakeland,The Hubbard Law Firm,General/Unspecified,General,"120 E Pine St #7, Lakeland, FL 33801",(863) 617-5206,,,,https://www.google.com/maps/search/?api=1&query=The%20Hubbard%20Law%20Firm&query_place_id=ChIJmZeyeRw53YgRJGkwzzhJ5-g,N,
Lakeland,The Law Office of Joshua W. Westcott,General/Unspecified,General,"206 Easton Dr, Lakeland, FL 33803",(863) 660-2223,https://www.jwwattorney.com/,5,15,https://www.google.com/maps/search/?api=1&query=The%20Law%20Office%20of%20Joshua%20W.%20Westcott&query_place_id=ChIJ9fAvWbQ43YgRAeozf1NTRDE,Y,
Lakeland,"The Law Office of Richard A. Lopez, P.A.",Civil Litigation,General,"933 Florida Ave S, Lakeland, FL 33803",(863) 333-0777,http://richlopezlaw.com/,4.8,51,https://www.google.com/maps/search/?api=1&query=The%20Law%20Office%20of%20Richard%20A.%20Lopez%2C%20P.A.&query_place_id=ChIJXwPiS8w43YgRJ5FYNd4feyA,Y,
Lakeland,The Law Office Of Robert H. Van Hart,"Criminal Defense, Family Law, Personal Injury","Criminal/DUI, Family/Divorce, Personal Injury","1742 E Edgewood Dr, Lakeland, FL 33803",(863) 617-9866,,3.7,20,https://www.google.com/maps/search/?api=1&query=The%20Law%20Office%20Of%20Robert%20H.%20Van%20Hart&query_place_id=ChIJwZAyGeE-3YgRmU93ZmbYYDw,N,
Lakeland,"The Rossi Law Firm, P.A.",General/Unspecified,General,"238 N Massachusetts Ave 1st floor, Lakeland, FL 33801",(888) 674-2051,https://www.attorneyrossi.com/?npcmp=dir:local:4154307:33301,,,https://www.google.com/maps/search/?api=1&query=The%20Rossi%20Law%20Firm%2C%20P.A.&query_place_id=ChIJk_OifW853YgRjbQEM1nLnmg,Y,
Lakeland,The Sanoba Law Firm,Real Estate,Real Estate,"422 Florida Ave S, Lakeland, FL 33801",(863) 683-5353,http://www.sanoba.com/,4.4,17,https://www.google.com/maps/search/?api=1&query=The%20Sanoba%20Law%20Firm&query_place_id=ChIJtXO0WtQ43YgRPt9stoNQ_Eo,Y,
Lakeland,The Stohlman Law Firm,General/Unspecified,General,"120 E Pine St #7, Lakeland, FL 33801",(863) 603-0856,https://www.stohlmanlawfirm.com/,4.9,95,https://www.google.com/maps/search/?api=1&query=The%20Stohlman%20Law%20Firm&query_place_id=ChIJVSLqfrQ43YgRufJX3BT3VlY,Y,
Lakeland,Timothy O. Coyle,Personal Injury,Personal Injury,"825 E Main St, Lakeland, FL 33801",(863) 603-0563,,4.2,5,https://www.google.com/maps/search/?api=1&query=Timothy%20O.%20Coyle&query_place_id=ChIJxdmAYUk_3YgR6Cd4IEWW1F4,N,
Lakeland,TLC Trial Team - Lakeland,"Personal Injury, Civil Litigation","Personal Injury, General","1102 Florida Ave S, Lakeland, FL 33803",(863) 213-1457,https://tlctrialteam.com/lakeland/,4.8,25,https://www.google.com/maps/search/?api=1&query=TLC%20Trial%20Team%20-%20Lakeland&query_place_id=ChIJ66GqcNI43YgR6BI4rlR45dI,Y,
Lakeland,"Trakas Thornhill, PA","Divorce, Criminal Defense, Family Law","Family/Divorce, Criminal/DUI","324 W Highland Dr, Lakeland, FL 33813",(863) 295-9300,https://trakasthornhill.com/,4.4,57,https://www.google.com/maps/search/?api=1&query=Trakas%20Thornhill%2C%20PA&query_place_id=ChIJIcjFGuES3YgRJpIC2FGlwJc,Y,
Lakeland,Troiano & Roberts,General/Unspecified,General,"317 S Tennessee Ave, Lakeland, FL 33801",(863) 686-7136,http://www.troianolaw.com/,4.6,32,https://www.google.com/maps/search/?api=1&query=Troiano%20%26%20Roberts&query_place_id=ChIJ-39DnbU43YgRXVkIxy4qg8A,Y,
Lakeland,VCFJ Law,General/Unspecified,General,"1 Lake Morton Dr, Lakeland, FL 33801",(863) 701-2100,https://vcfjlaw.com/,5,2,https://www.google.com/maps/search/?api=1&query=VCFJ%20Law&query_place_id=ChIJV8Uh3s0-3YgRCH7aRMgxxFA,Y,
Lakeland,Vecchio Thomas P,General/Unspecified,General,"3308 Cleveland Heights Blvd, Lakeland, FL 33803",(863) 701-2100,,5,1,https://www.google.com/maps/search/?api=1&query=Vecchio%20Thomas%20P&query_place_id=ChIJV8Uh3s0-3YgRkBn2Sh_EdQk,N,
Lakeland,W Clinton Wallace Law Offices,General/Unspecified,General,"1125 Bartow Rd #300, Lakeland, FL 33801",(863) 688-1500,,,,https://www.google.com/maps/search/?api=1&query=W%20Clinton%20Wallace%20Law%20Offices&query_place_id=ChIJIXkhwxc_3YgRX76YjfLKJ3I,N,
Lakeland,Weller Legal Group Lakeland,Bankruptcy,Business,"1543 Lakeland Hills Blvd Ste 1, Lakeland, FL 33805",(863) 802-5505,https://www.jayweller.com/bankruptcy-lawyer-in-lakeland/,4.7,70,https://www.google.com/maps/search/?api=1&query=Weller%20Legal%20Group%20Lakeland&query_place_id=ChIJI400Rko53YgRsWYAjWpgGgE,Y,"Category ambiguity resolved: Google primary category was ""Bankruptcy service"" but business is a law firm (confirmed via secondary category/name)"
Lakeland,Weston & Pape Injury & Accident Lawyers,Personal Injury,Personal Injury,"102 W Orange St, Lakeland, FL 33815",(863) 591-8923,https://dwaccidentlawyer.com/,5,155,https://www.google.com/maps/search/?api=1&query=Weston%20%26%20Pape%20Injury%20%26%20Accident%20Lawyers&query_place_id=ChIJ6fe6vPk53YgRJZPN2zbHKJw,Y,
Lakeland,"Wiggs Law Firm, PLLC",General/Unspecified,General,"4404 Florida Ave S #1, Lakeland, FL 33813",(863) 733-1333,,5,5,https://www.google.com/maps/search/?api=1&query=Wiggs%20Law%20Firm%2C%20PLLC&query_place_id=ChIJ62doWO053YgROzG9zu5oid8,N,
Lakeland,"William H. Harrell, PLLC",General/Unspecified,General,"632 E Main St Ste 201, Lakeland, FL 33801",(863) 608-9413,http://www.wharrell.com/,5,50,https://www.google.com/maps/search/?api=1&query=William%20H.%20Harrell%2C%20PLLC&query_place_id=ChIJKbudIIY_3YgRejsJSzX17w8,Y,
Lakeland,Winters & Yonker Personal Injury Lawyers,"Personal Injury, Civil Litigation, Insurance","Personal Injury, General","1543 Lakeland Hills Blvd #18, Lakeland, FL 33805",(863) 302-9370,https://www.wintersandyonker.com/lakeland-personal-injury-lawyer/?utm_source=google&utm_medium=organic&utm_campaign=gmb-lakeland,5,36,https://www.google.com/maps/search/?api=1&query=Winters%20%26%20Yonker%20Personal%20Injury%20Lawyers&query_place_id=ChIJKW6SaZQ_3YgRfxbfO5J2tC4,Y,
