title,address,city,state,postalCode,phone,phoneUnformatted,website,totalScore,reviewsCount,url,categoryName,categories,searchString,placeId
Collis Roofing,"2323 W Memorial Blvd, Lakeland, FL 33815",Lakeland,Florida,33815,(863) 682-5700,+18636825700,https://www.collisroofing.com/,4.5,147,https://www.google.com/maps/search/?api=1&query=Collis%20Roofing&query_place_id=ChIJqwlHZYY43YgRRVrfRqV8iR4,Roofing contractor,Roofing contractor|Contractor|Gutter service|Window installation service,roofing contractor,ChIJqwlHZYY43YgRRVrfRqV8iR4
Honor and Pride Roofing and Construction,"936 E Parker St Suite 16, Lakeland, FL 33801",Lakeland,Florida,33801,(863) 277-6632,+18632776632,https://www.honorandprideroofing.com/,5,4,https://www.google.com/maps/search/?api=1&query=Honor%20and%20Pride%20Roofing%20and%20Construction&query_place_id=ChIJmU3TlCI_3YgRbUBiWN9XUgw,Roofing contractor,Roofing contractor,roofing contractor,ChIJmU3TlCI_3YgRbUBiWN9XUgw
Steel Roofing Systems,"3049 Drane Field Rd, Lakeland, FL 33811",Lakeland,Florida,33811,(863) 701-7170,+18637017170,,4.9,42,https://www.google.com/maps/search/?api=1&query=Steel%20Roofing%20Systems&query_place_id=ChIJj_krAZg53YgRmGuU45AiCF8,Roofing contractor,Roofing contractor,roofing contractor,ChIJj_krAZg53YgRmGuU45AiCF8
Bold Craft Roofers,"4900 Old Nichols Rd, Mulberry, FL 33860",Mulberry,Florida,33860,(863) 281-4386,+18632814386,https://sites.google.com/view/bold-craft-roofers/home,4.6,10,https://www.google.com/maps/search/?api=1&query=Bold%20Craft%20Roofers&query_place_id=ChIJn0sJkd073YgRy-vx1vi7zRQ,Roofing contractor,Roofing contractor,roofing contractor,ChIJn0sJkd073YgRy-vx1vi7zRQ
Wholesale Metal Roofing,"2225 E Main St, Lakeland, FL 33801",Lakeland,Florida,33801,(866) 863-7122,+18668637122,https://polkcountymetalroofs.com/,5,3,https://www.google.com/maps/search/?api=1&query=Wholesale%20Metal%20Roofing&query_place_id=ChIJdfN9WU4_3YgRg4sJgux2uVs,Roofing contractor,Roofing contractor,roofing contractor,ChIJdfN9WU4_3YgRg4sJgux2uVs
All American Roofing Group Contractors,"2424 Cresap St, Lakeland, FL 33815",Lakeland,Florida,33815,(863) 409-1636,+18634091636,,4,4,https://www.google.com/maps/search/?api=1&query=All%20American%20Roofing%20Group%20Contractors&query_place_id=ChIJW9W5vfc43YgRjwZpWD3WL0A,Roofing contractor,Roofing contractor,roofing contractor,ChIJW9W5vfc43YgRjwZpWD3WL0A
florida state certified roofing,"1215 N Galloway Rd, Lakeland, FL 33810",Lakeland,Florida,33810,(863) 777-1027,+18637771027,,5,9,https://www.google.com/maps/search/?api=1&query=florida%20state%20certified%20roofing&query_place_id=ChIJxVQU6QA53YgR1wd6zi7-O4Q,Roofing contractor,Roofing contractor|Construction company|Roofing supply store,roofing contractor,ChIJxVQU6QA53YgR1wd6zi7-O4Q
Roofers of Lakeland FL,"5216 Florida Ave S, Lakeland, FL 33813",Lakeland,Florida,33813,(863) 265-1655,+18632651655,https://roofers-of-lakeland-fl.ueniweb.com/?utm_campaign=gmb,,,https://www.google.com/maps/search/?api=1&query=Roofers%20of%20Lakeland%20FL&query_place_id=ChIJ_8KkYPc73YgRlxI8ZO3nX_Q,Roofing contractor,Roofing contractor,roofing contractor,ChIJ_8KkYPc73YgRlxI8ZO3nX_Q
MARSHALL'S LLC ROOFING,"3326 W 10th St, Lakeland, FL 33810",Lakeland,Florida,33810,(863) 687-1893,+18636871893,https://marshallsllcroofing.com/,5,20,https://www.google.com/maps/search/?api=1&query=MARSHALL'S%20LLC%20ROOFING&query_place_id=ChIJDbcF67k53YgRsyZW4ZysmOA,Roofing contractor,Roofing contractor|Air conditioning contractor,roofing contractor,ChIJDbcF67k53YgRsyZW4ZysmOA
Belcher Contractors & Roofing Inc.,"4025 Timberwood Dr, Lakeland, FL 33811",Lakeland,Florida,33811,(813) 770-5806,+18137705806,,3.4,16,https://www.google.com/maps/search/?api=1&query=Belcher%20Contractors%20%26%20Roofing%20Inc.&query_place_id=ChIJAcp20BE63YgRMz83tlT6Qyk,Roofing contractor,Roofing contractor|Siding contractor,roofing contractor,ChIJAcp20BE63YgRMz83tlT6Qyk
Turbeville Roofing,"2149 Emerald Ridge Dr, Lakeland, FL 33813",Lakeland,Florida,33813,(863) 648-4416,+18636484416,http://turbevilleroofing.com/,5,3,https://www.google.com/maps/search/?api=1&query=Turbeville%20Roofing&query_place_id=ChIJxdFvOOE93YgRl5QyIrvLiyE,Roofing contractor,Roofing contractor,roofing contractor,ChIJxdFvOOE93YgRl5QyIrvLiyE
Guy's Roofing & Sheet Metal,"2820 Thornhill Rd, Winter Haven, FL 33880",Winter Haven,Florida,33880,(863) 341-6030,+18633416030,,4,4,https://www.google.com/maps/search/?api=1&query=Guy's%20Roofing%20%26%20Sheet%20Metal&query_place_id=ChIJV9ixp-cU3YgRb-SWfpwnbFQ,Roofing contractor,Roofing contractor,roofing contractor,ChIJV9ixp-cU3YgRb-SWfpwnbFQ
Archer Exteriors,"2500 Drane Field Rd Ste 108, Lakeland, FL 33811",Lakeland,Florida,33811,(863) 644-8516,+18636448516,https://www.archerexteriors.com/,3.4,5,https://www.google.com/maps/search/?api=1&query=Archer%20Exteriors&query_place_id=ChIJyTusTHU53YgR_wZZ-xqxAD0,Roofing contractor,Roofing contractor,roofing contractor,ChIJyTusTHU53YgR_wZZ-xqxAD0
"Barber & Associates, Commercial Roofing","4325 FL-60, Mulberry, FL 33860",Mulberry,Florida,33860,(813) 862-2015,+18138622015,https://barberjax.com/,2.6,7,https://www.google.com/maps/search/?api=1&query=Barber%20%26%20Associates%2C%20Commercial%20Roofing&query_place_id=ChIJI4EINI863YgRdjytB-1pfeI,Roofing contractor,Roofing contractor,roofing contractor,ChIJI4EINI863YgRdjytB-1pfeI
North American Roofing,"206 Easton Dr #101, Lakeland, FL 33803",Lakeland,Florida,33803,(863) 577-6631,+18635776631,,5,1,https://www.google.com/maps/search/?api=1&query=North%20American%20Roofing&query_place_id=ChIJmwil_io53YgRMNPdBuxS_ZY,Roofing contractor,Roofing contractor,roofing contractor,ChIJmwil_io53YgRMNPdBuxS_ZY
"AP Construction, LLC","330 Winston Creek Pkwy Unit F, Lakeland, FL 33810",Lakeland,Florida,33810,(800) 513-6296,+18005136296,,2.3,3,https://www.google.com/maps/search/?api=1&query=AP%20Construction%2C%20LLC&query_place_id=ChIJYbC5xdI53YgRKgp_sXUZ6hI,Roofing contractor,Roofing contractor,roofing contractor,ChIJYbC5xdI53YgRKgp_sXUZ6hI
"Providential Roofing and Construction, Inc.","1137 Bartow Rd Ste 205, Lakeland, FL 33801",Lakeland,Florida,33801,(863) 315-0664,+18633150664,https://providentialroofing.com/,,,https://www.google.com/maps/search/?api=1&query=Providential%20Roofing%20and%20Construction%2C%20Inc.&query_place_id=ChIJ3yFZFng_3YgR7dHerb5kSmo,Roofing contractor,Roofing contractor,roofing contractor,ChIJ3yFZFng_3YgR7dHerb5kSmo
Brenneman Roofing,"211 E Main St Ste 109A, Lakeland, FL 33801",Lakeland,Florida,33801,(863) 409-8735,+18634098735,https://brennemanconstruction.com/roofing,,,https://www.google.com/maps/search/?api=1&query=Brenneman%20Roofing&query_place_id=ChIJ2d6SDGI53YgR5W3QX3xXu-Q,Roofing contractor,Roofing contractor,roofing contractor,ChIJ2d6SDGI53YgR5W3QX3xXu-Q
Roof Asset Management,"1050 Reflections Lake Dr, Lakeland, FL 33813",Lakeland,Florida,33813,(863) 701-2742,+18637012742,http://roof-asset.com/,5,1,https://www.google.com/maps/search/?api=1&query=Roof%20Asset%20Management&query_place_id=ChIJd4RMh3s83YgRllvJ7P0kFu8,Roofing contractor,Roofing contractor|Consultant|Architect,roofing contractor,ChIJd4RMh3s83YgRllvJ7P0kFu8
Advanced Roofing,"330 Winston Creek Pkwy, Lakeland, FL 33810",Lakeland,Florida,33810,(863) 603-0888,+18636030888,,,,https://www.google.com/maps/search/?api=1&query=Advanced%20Roofing&query_place_id=ChIJ6ZW3YyI43YgRE87WpM93vY4,Roofing contractor,Roofing contractor,roofing contractor,ChIJ6ZW3YyI43YgRE87WpM93vY4
HD Roofing & Solar,"3053 Drane Field Rd, Lakeland, FL 33811",Lakeland,Florida,33811,(863) 213-6276,+18632136276,https://hdroofers.com/,,,https://www.google.com/maps/search/?api=1&query=HD%20Roofing%20%26%20Solar&query_place_id=ChIJD_aiaejH0S0RNK6j75m9D-s,Roofing contractor,Roofing contractor,roofing contractor,ChIJD_aiaejH0S0RNK6j75m9D-s
CentiMark Corporation,"4335 Frontage Rd N, Lakeland, FL 33810",Lakeland,Florida,33810,(863) 797-1900,+18637971900,https://www.centimark.com/locations/tampa-florida,4.8,17,https://www.google.com/maps/search/?api=1&query=CentiMark%20Corporation&query_place_id=ChIJ4Sd88CM43YgRpjYlH2BTT-U,Roofing contractor,Roofing contractor,roofing contractor,ChIJ4Sd88CM43YgRpjYlH2BTT-U
Huntington Roofing,"3375 US Hwy 98 N, Lakeland, FL 33809",Lakeland,Florida,33809,(863) 667-1275,+18636671275,,,,https://www.google.com/maps/search/?api=1&query=Huntington%20Roofing&query_place_id=ChIJKzO77EBH3YgR4aXoUToueGE,Roofing contractor,Roofing contractor,roofing contractor,ChIJKzO77EBH3YgR4aXoUToueGE
Marshalls LLC Air Conditioning,"3326 W 10th St, Lakeland, FL 33810",Lakeland,Florida,33810,(863) 687-1893,+18636871893,http://marshallsair.com/,4.7,36,https://www.google.com/maps/search/?api=1&query=Marshalls%20LLC%20Air%20Conditioning&query_place_id=ChIJyx102LM43YgRDuz2s7lRswQ,Roofing contractor,Roofing contractor|HVAC contractor,roofing contractor,ChIJyx102LM43YgRDuz2s7lRswQ
"Signature Roofing & Construction, Inc","249 Wilson Ave, Babson Park, FL 33827",Babson Park,Florida,33827,(863) 638-2555,+18636382555,https://www.sigroof.net/,3.6,31,https://www.google.com/maps/search/?api=1&query=Signature%20Roofing%20%26%20Construction%2C%20Inc&query_place_id=ChIJRfZZl5IH3YgRiLzK4qHe0TI,Roofing contractor,Roofing contractor|Agricultural service|Construction company,roofing contractor,ChIJRfZZl5IH3YgRiLzK4qHe0TI
Zenith Construction Services LLC,"602 Forest St, Frostproof, FL 33843",Frostproof,Florida,33843,(863) 241-0855,+18632410855,http://roofingzenith.com/,5,29,https://www.google.com/maps/search/?api=1&query=Zenith%20Construction%20Services%20LLC&query_place_id=ChIJ4Yypmr4B3YgRNwjmgEPV7U4,Roofing contractor,Roofing contractor,roofing contractor,ChIJ4Yypmr4B3YgRNwjmgEPV7U4
Gullett Roofing,"535 Bracey Rd, Lakeland, FL 33809",Lakeland,Florida,33809,(863) 412-2821,+18634122821,http://www.gullettroofing.com/,5,208,https://www.google.com/maps/search/?api=1&query=Gullett%20Roofing&query_place_id=ChIJdRXew4RH3YgRbP5qENk6HEA,Roofing contractor,Roofing contractor,roofing contractor,ChIJdRXew4RH3YgRbP5qENk6HEA
O'Neal's Roofing Co.,"6950 Barbara Jean Ln, Polk City, FL 33868",Polk City,Florida,33868,(863) 557-0288,+18635570288,http://www.onealsroofing.com/,4.9,90,https://www.google.com/maps/search/?api=1&query=O'Neal's%20Roofing%20Co.&query_place_id=ChIJf8xMyStn3YgRNTMkTY0WgjU,Roofing contractor,Roofing contractor,roofing contractor,ChIJf8xMyStn3YgRNTMkTY0WgjU
"Feichtel Roofing, Inc","416 Pine Ave, Polk City, FL 33868",Polk City,Florida,33868,(863) 220-5488,+18632205488,https://feichtelroofinginc.com/,4.9,137,https://www.google.com/maps/search/?api=1&query=Feichtel%20Roofing%2C%20Inc&query_place_id=ChIJfbU-1zHGK44RZYZO1TwQvlM,Roofing contractor,Roofing contractor,roofing contractor,ChIJfbU-1zHGK44RZYZO1TwQvlM
"Tyer's Roofing, Inc. Jr Tyer","11720 Bailey Rd, Kathleen, FL 33849",Kathleen,Florida,33849,(863) 858-1141,+18638581141,http://tyersroofing.com/,4.8,31,https://www.google.com/maps/search/?api=1&query=Tyer's%20Roofing%2C%20Inc.%20Jr%20Tyer&query_place_id=ChIJfdV0D35F3YgRdii8nfvrTUU,Roofing contractor,Roofing contractor|Sheet metal contractor,roofing contractor,ChIJfdV0D35F3YgRdii8nfvrTUU
Double J Roofing,"7210 Elmer Dees Rd, Lakeland, FL 33810",Lakeland,Florida,33810,(863) 858-7041,+18638587041,,5,8,https://www.google.com/maps/search/?api=1&query=Double%20J%20Roofing&query_place_id=ChIJ32T5qOxG3YgR-9eakcfyGlo,Roofing contractor,Roofing contractor,roofing contractor,ChIJ32T5qOxG3YgR-9eakcfyGlo
All American Professional Roofing,"559 Marklen Loop, Polk City, FL 33868",Polk City,Florida,33868,(863) 934-1000,+18639341000,http://allamericanproroofing.net/,5,8,https://www.google.com/maps/search/?api=1&query=All%20American%20Professional%20Roofing&query_place_id=ChIJcTGIkd9p3YgR_f5Kpbg3nX8,Roofing contractor,Roofing contractor,roofing contractor,ChIJcTGIkd9p3YgR_f5Kpbg3nX8
Lakeland Roof Coatings,"7220 US Hwy 98 N, Lakeland, FL 33809",Lakeland,Florida,33809,(863) 859-9316,+18638599316,,,,https://www.google.com/maps/search/?api=1&query=Lakeland%20Roof%20Coatings&query_place_id=ChIJJ-qA9b9G3YgRYEPBiDfEClU,Roofing contractor,Roofing contractor,roofing contractor,ChIJJ-qA9b9G3YgRYEPBiDfEClU
Green Alliance USA,"223 Commonwealth Ave N, Polk City, FL 33868",Polk City,Florida,33868,(863) 576-5571,+18635765571,,4.7,38,https://www.google.com/maps/search/?api=1&query=Green%20Alliance%20USA&query_place_id=ChIJLb3csMlp3YgRggxGBe4ZMs0,Roofing contractor,Roofing contractor,roofing contractor,ChIJLb3csMlp3YgRggxGBe4ZMs0
RoofWire Roofing LLC,"535 Bracey Rd, Lakeland, FL 33809",Lakeland,Florida,33809,(239) 508-6262,+12395086262,,,,https://www.google.com/maps/search/?api=1&query=RoofWire%20Roofing%20LLC&query_place_id=ChIJDxYEoDxF3YgRMw5F5yOIOOg,Roofing contractor,Roofing contractor,roofing contractor,ChIJDxYEoDxF3YgRMw5F5yOIOOg
Specializing In Installation of Light Gauge Metal Trusses and Metal Roof Deck,"1432 Banana Rd, Lakeland, FL 33810",Lakeland,Florida,33810,(863) 281-6565,+18632816565,,,,https://www.google.com/maps/search/?api=1&query=Specializing%20In%20Installation%20of%20Light%20Gauge%20Metal%20Trusses%20and%20Metal%20Roof%20Deck&query_place_id=ChIJVVVR5ZhG3YgRtOH-7-t17xg,Roofing contractor,Roofing contractor,roofing contractor,ChIJVVVR5ZhG3YgRtOH-7-t17xg
Elite LLC,"1631 Mann Rd, Lakeland, FL 33810",Lakeland,Florida,33810,(863) 651-5890,+18636515890,http://eliteinsulationcfl.com/,4.9,85,https://www.google.com/maps/search/?api=1&query=Elite%20LLC&query_place_id=ChIJuRnxG577XqER8-7TGDwDkhM,Roofing contractor,Roofing contractor|Insulator supplier|Insulation contractor,roofing contractor,ChIJuRnxG577XqER8-7TGDwDkhM
Forrest and Sons Roofing,"2400 Parakeet Park Blvd, Lake Wales, FL 33859",Lake Wales,Florida,33859,(352) 348-9122,+13523489122,https://forrestandsonsroofing.com/,4.5,8,https://www.google.com/maps/search/?api=1&query=Forrest%20and%20Sons%20Roofing&query_place_id=ChIJUenVG04J3YgRyTRSLUksczQ,Roofing contractor,Roofing contractor,roofing company,ChIJUenVG04J3YgRyTRSLUksczQ
Charles mikell pressure washing and roof coating and handyman,"981 Ulmer Rd, Frostproof, FL 33843",Frostproof,Florida,33843,(603) 799-6125,+16037996125,,5,21,https://www.google.com/maps/search/?api=1&query=Charles%20mikell%20pressure%20washing%20and%20roof%20coating%20and%20handyman&query_place_id=ChIJm2STFLMB3YgRitmxkX4lGdQ,Property maintenance,Property maintenance,roofing company,ChIJm2STFLMB3YgRitmxkX4lGdQ
Tropical Roofing Services,"1666 Delightful Dr, Davenport, FL 33896",Davenport,Florida,33896,(863) 378-6889,+18633786889,https://www.tropicalroofingflorida.com/,4.8,29,https://www.google.com/maps/search/?api=1&query=Tropical%20Roofing%20Services&query_place_id=ChIJ7zOCVYsD2YgRwn80lE0gh8s,Roofing contractor,Roofing contractor,roofing contractor,ChIJ7zOCVYsD2YgRwn80lE0gh8s
Vortex Roofing Solutions,"2062 Southern Breeze Dr unit 105, Davenport, FL 33897",Davenport,Florida,33897,(407) 717-3104,+14077173104,http://www.vortexroofingsolutions.com/,4.9,44,https://www.google.com/maps/search/?api=1&query=Vortex%20Roofing%20Solutions&query_place_id=ChIJpXj9GwnPzq8REFrqJqChMcc,Roofing contractor,Roofing contractor|Waterproofing service,roofing contractor,ChIJpXj9GwnPzq8REFrqJqChMcc
"STGO Pro4mance, LLC.","121 Webb Dr #209, Davenport, FL 33837",Davenport,Florida,33837,(863) 343-3084,+18633433084,http://www.stgopro4mance.com/,5,147,https://www.google.com/maps/search/?api=1&query=STGO%20Pro4mance%2C%20LLC.&query_place_id=ChIJsU94tkh33YgRkAPWJLGE9Sc,Roofing contractor,Roofing contractor|Earth works company|General contractor|Gutter service,roofing contractor,ChIJsU94tkh33YgRkAPWJLGE9Sc
JHI Roofing,"147 N Hampton Dr, Davenport, FL 33897",Davenport,Florida,33897,(407) 928-4544,+14079284544,https://jhiroofing.com/,4.8,43,https://www.google.com/maps/search/?api=1&query=JHI%20Roofing&query_place_id=ChIJoffdB-XbVksRdSPnw4xjYCM,Roofing contractor,Roofing contractor|Construction company|Roofing supply store,roofing contractor,ChIJoffdB-XbVksRdSPnw4xjYCM
Fred Fein Construction & Roofing Inc.,"541 Brookeshire Dr, Davenport, FL 33837",Davenport,Florida,33837,(321) 412-0037,+13214120037,,5,1,https://www.google.com/maps/search/?api=1&query=Fred%20Fein%20Construction%20%26%20Roofing%20Inc.&query_place_id=ChIJoauBCU153YgRIYyakw7ERe4,Roofing contractor,Roofing contractor,roofing contractor,ChIJoauBCU153YgRIYyakw7ERe4
ROOFING BY KK LLC,"306 Briar Patch Lp, Davenport, FL 33896",Davenport,Florida,33896,,,,,,https://www.google.com/maps/search/?api=1&query=ROOFING%20BY%20KK%20LLC&query_place_id=ChIJYZlzhWZ53YgRXiNUhcq9nP8,Roofing contractor,Roofing contractor,roofing contractor,ChIJYZlzhWZ53YgRXiNUhcq9nP8
Florida Roofing,"1224 Chelsea Dr, Davenport, FL 33897",Davenport,Florida,33897,(407) 269-7233,+14072697233,,3.5,2,https://www.google.com/maps/search/?api=1&query=Florida%20Roofing&query_place_id=ChIJewHhs1173YgR9_n3MvZhwoc,Roofing contractor,Roofing contractor,roofing contractor,ChIJewHhs1173YgR9_n3MvZhwoc
Carry On Roofing LLC,"111 Via Del Sol Dr, Davenport, FL 33896",Davenport,Florida,33896,(317) 755-8601,+13177558601,http://carryonroofing.com/,,,https://www.google.com/maps/search/?api=1&query=Carry%20On%20Roofing%20LLC&query_place_id=ChIJAc2vAE573YgRORs3BQrGzTw,Roofing contractor,Roofing contractor,roofing contractor,ChIJAc2vAE573YgRORs3BQrGzTw
United Exterior Building Dreams Inc.,"326 Chelsea Dr, Davenport, FL 33897",Davenport,Florida,33897,(224) 522-6930,+12245226930,https://www.unitedexterior.net/,,,https://www.google.com/maps/search/?api=1&query=United%20Exterior%20Building%20Dreams%20Inc.&query_place_id=ChIJqZTY9i173YgREhsVeCQyhqA,Roofing contractor,Roofing contractor,roofing contractor,ChIJqZTY9i173YgREhsVeCQyhqA
"Stephen Rutledge, Independent Contractor-Priceless Home Improvements, LLC","541 Brookeshire Dr, Davenport, FL 33837",Davenport,Florida,33837,(321) 412-0037,+13214120037,,,,https://www.google.com/maps/search/?api=1&query=Stephen%20Rutledge%2C%20Independent%20Contractor-Priceless%20Home%20Improvements%2C%20LLC&query_place_id=ChIJPeqxD2x53YgRrigH47544lA,Roofing contractor,Roofing contractor,roofing contractor,ChIJPeqxD2x53YgRrigH47544lA
RoofCare Plus,"920 Magnolia Ave, Auburndale, FL 33823",Auburndale,Florida,33823,(863) 450-5201,+18634505201,http://roofcareplus.com/,5,15,https://www.google.com/maps/search/?api=1&query=RoofCare%20Plus&query_place_id=ChIJWx0N1llr3YgR1UOumDlGig0,Pressure washing service,Pressure washing service,roof repair,ChIJWx0N1llr3YgR1UOumDlGig0
Remodeling FC,"134 Mandovi St, Davenport, FL 33837",Davenport,Florida,33837,(407) 613-4385,+14076134385,https://remodelingfcllc.com/,5,23,https://www.google.com/maps/search/?api=1&query=Remodeling%20FC&query_place_id=ChIJWRS3WzYOUEURqaX26fxQmvI,Roofing contractor,Roofing contractor|Bathroom remodeler|Floor sanding and polishing service|Painting,roofing contractor,ChIJWRS3WzYOUEURqaX26fxQmvI
One Stop Kitchen And Bath,"112 Polo Park E Blvd, Davenport, FL 33897",Davenport,Florida,33897,,,http://www.onestopkitchenandbath.com/,4.9,44,https://www.google.com/maps/search/?api=1&query=One%20Stop%20Kitchen%20And%20Bath&query_place_id=ChIJr4F48nuD3YgR75nm1RiJSsU,Roofing contractor,Roofing contractor|Bathroom remodeler|Countertop store|Flooring store|Kitchen remodeler|Water filter supplier,roofing contractor,ChIJr4F48nuD3YgR75nm1RiJSsU
S & S Roofing,"33 Bass St, Haines City, FL 33844",Haines City,Florida,33844,,,,1,1,https://www.google.com/maps/search/?api=1&query=S%20%26%20S%20Roofing&query_place_id=ChIJb5DVuhyf3YgRGns2DztP5_U,Roofing contractor,Roofing contractor,roofing contractor,ChIJb5DVuhyf3YgRGns2DztP5_U
Boral Roofing Lake Wales,"200 Story Rd, Lake Wales, FL 33898",Lake Wales,Florida,33898,(863) 824-1289,+18638241289,,3.7,82,https://www.google.com/maps/search/?api=1&query=Boral%20Roofing%20Lake%20Wales&query_place_id=ChIJgSGq8Hen3YgR1LduRhtGONk,Roofing contractor,Roofing contractor,roofing company,ChIJgSGq8Hen3YgR1LduRhtGONk
True Roofers,"1627 US-92, Auburndale, FL 33823",Auburndale,Florida,33823,(863) 968-2049,+18639682049,https://trueroofers.com/auburndale?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Auburndale-FL,,,https://www.google.com/maps/search/?api=1&query=True%20Roofers&query_place_id=ChIJZ3ppFURr3YgRI2pLv9k78ek,Roofing contractor,Roofing contractor|Contractor|Gutter service,roof repair,ChIJZ3ppFURr3YgRI2pLv9k78ek
Mc Enany Roofers,"5650 State Rd 557, Lake Alfred, FL 33850",Lake Alfred,Florida,33850,(863) 588-4130,+18635884130,http://www.mcenanyroofing.com/contact-us/,3.4,20,https://www.google.com/maps/search/?api=1&query=Mc%20Enany%20Roofers&query_place_id=ChIJqyqXGPRu3YgR2sS9O51wjhI,Roofing contractor,Roofing contractor,roofing contractor,ChIJqyqXGPRu3YgR2sS9O51wjhI
SRC Florida,"2161 Co Rd 540A #105, Lakeland, FL 33813",Lakeland,Florida,33813,(863) 797-9893,+18637979893,,,,https://www.google.com/maps/search/?api=1&query=SRC%20Florida&query_place_id=ChIJX9IH2Ts83YgRHqgE0CpAImA,Roofing contractor,Roofing contractor,roofing contractor,ChIJX9IH2Ts83YgRHqgE0CpAImA
PR&R Construction Inc.,"851 Saddle Oaks Dr, Winter Haven, FL 33880",Winter Haven,Florida,33880,,,,,,https://www.google.com/maps/search/?api=1&query=PR%26R%20Construction%20Inc.&query_place_id=ChIJvZjFsNcT3YgR47u8CBSOcYw,Roofing contractor,Roofing contractor,roofing contractor,ChIJvZjFsNcT3YgR47u8CBSOcYw
ICON Roofing & Construction,"1901 Shepherd Rd, Lakeland, FL 33811",Lakeland,Florida,33811,(863) 345-4266,+18633454266,,,,https://www.google.com/maps/search/?api=1&query=ICON%20Roofing%20%26%20Construction&query_place_id=ChIJD8gEDgA73YgR0GicmmqzOcI,Construction company,Construction company,roofing company,ChIJD8gEDgA73YgR0GicmmqzOcI
"ASR Associates, Inc.","Lakeland, FL 33807",Lakeland,Florida,33807,(863) 619-9776,+18636199776,,,,https://www.google.com/maps/search/?api=1&query=ASR%20Associates%2C%20Inc.&query_place_id=ChIJ_____0883YgRNRkS-ceVuPw,Roofing contractor,Roofing contractor|Professional services,roofing contractor,ChIJ_____0883YgRNRkS-ceVuPw
Roofnova Solution,"366 Lake Daisy Cir, Winter Haven, FL 33884",Winter Haven,Florida,33884,(224) 641-6909,+12246416909,,,,https://www.google.com/maps/search/?api=1&query=Roofnova%20Solution&query_place_id=ChIJvS03a6AN3YgR_Cjh1UndZIs,Roofing contractor,Roofing contractor|Roofing supply store,roofing contractor,ChIJvS03a6AN3YgR_Cjh1UndZIs
Westlake roofing,"200 Story Rd, Lake Wales, FL 33898",Lake Wales,Florida,33898,,,,5,1,https://www.google.com/maps/search/?api=1&query=Westlake%20roofing&query_place_id=ChIJGd0vQgCn3YgRMcJBE08e2ss,Roofing supply store,Roofing supply store,roofing contractor,ChIJGd0vQgCn3YgRMcJBE08e2ss
Roofing RVS INC,"5145 Creekview Ln, Lakeland, FL 33811",Lakeland,Florida,33811,(863) 614-6974,+18636146974,,,,https://www.google.com/maps/search/?api=1&query=Roofing%20RVS%20INC&query_place_id=ChIJz0vnGBI73YgR_0-Qasdnkow,Roofing contractor,Roofing contractor,roofing contractor,ChIJz0vnGBI73YgR_0-Qasdnkow
Solar Optimum Florida,"3810 Drane Field Rd, Lakeland, FL 33811",Lakeland,Florida,33811,(800) 552-9970,+18005529970,https://solaroptimum.com/,5,7,https://www.google.com/maps/search/?api=1&query=Solar%20Optimum%20Florida&query_place_id=ChIJe-7kc-453YgRnxDxNGy4oas,Roofing contractor,Roofing contractor|Energy equipment and solutions|Energy supplier|Green energy supplier|Solar energy company,roofing contractor,ChIJe-7kc-453YgRnxDxNGy4oas
AMX ROOFER,"1605 E Memorial Blvd, Lakeland, FL 33801",Lakeland,Florida,33801,(863) 934-9993,+18639349993,,,,https://www.google.com/maps/search/?api=1&query=AMX%20ROOFER&query_place_id=ChIJs4SO6WGgimMRIAqcCfomXw0,Roofing contractor,Roofing contractor,roofing contractor,ChIJs4SO6WGgimMRIAqcCfomXw0
American Quality Roofing,"304 E Pine St #1085, Lakeland, FL 33801",Lakeland,Florida,33801,(863) 400-3203,+18634003203,https://americanqualityroofing.com/contact/,,,https://www.google.com/maps/search/?api=1&query=American%20Quality%20Roofing&query_place_id=ChIJ23yxIv1654gRxP4xqhgO05o,Contractor,Contractor,roofing contractor,ChIJ23yxIv1654gRxP4xqhgO05o
Permatile Roofing,"2941 Parkway St, Lakeland, FL 33811",Lakeland,Florida,33811,(800) 394-5952,+18003945952,https://www.advaluminum.com/permatile-metal-roofing/,,,https://www.google.com/maps/search/?api=1&query=Permatile%20Roofing&query_place_id=ChIJVVWVl5k53YgRdAWFYnDbWik,Contractor,Contractor,roof repair,ChIJVVWVl5k53YgRdAWFYnDbWik
