Company,Likely main contact (name),Contact source,Phone,Website,Facebook page,Address,City,Zip,Google rating,Google reviews,DBPR license #,DBPR status,Sunbiz status,Sources found in,Notes
DUGGAN CONSTRUCTION AND ROOFING LLC,"DUGGAN, PATRICK JOSEPH",DBPR qualifier,,,,5114 KIRKLAND RD,Lakeland,33811,,,CCC1326527,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"HUNT, JOHN WESLEY","HUNT, JOHN WESLEY",DBPR qualifier,,,,5316 KINSLEY LANE,Lakeland,33812,,,CCC1326843,Inactive,,DBPR,"DBPR license inactive; DBPR-only record, not found on Google Maps - verify still operating"
INTEGRITY CONSTRUCTION SERVICES INC,"BROGEN, JAMES BRIAN",DBPR qualifier,,,,6355 BETHLEHEM ROAD,Mulberry,33860-9034,,,CCC1326466,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
MCCLINTOCK ROOFING LLC,"MCCLINTOCK, GEORGE WILLIAM II",DBPR qualifier,,,,1500 WATKINS RD,Haines City,33844,,,CCC1326791,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
GOLD STAR ROOFING OF FLORIDA CORP,"JARAMILLO, UZZIEL ISAIAS",DBPR qualifier,,,,6237 ASHLEY DR,Lakeland,33813,,,CCC1327243,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
RIALS ROOFING INC,"RIALS, HOMER ALLEN",DBPR qualifier,,,,104 WESTWIND LN,Auburndale,33823,,,CCC1327292,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"GILL, JOHN JOSEPH III","GILL, JOHN JOSEPH III",DBPR qualifier,,,,155 LAKE THOMAS DRIVE,Winter Haven,33880,,,CCC1327426,Inactive,,DBPR,"DBPR license inactive; DBPR-only record, not found on Google Maps - verify still operating"
"GCR CONSTRUCTION, INC.","RUBIO, DANIEL JR",DBPR qualifier,,,,2727 BERKLEY RD,Auburndale,33823,,,CCC1327668,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
EZ ROOFING SYSTEMS LLC,"PRIESTES, AMY ALICIA",DBPR qualifier,,,,120 W CENTRAL AVE,Winter Haven,33880,,,CCC1328107,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
RIDGEBACK CONSTRUCTION LLC,"PATZER, BRANNON OREN",DBPR qualifier,,,,3855 WALYN DRIVE,Mulberry,33860,,,CCC1328481,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"BAILEY, TROY S","BAILEY, TROY S",DBPR qualifier,,,,4094 LAKE MARIANNA DR,Winter Haven,33881,,,CCC1328625,Inactive,,DBPR,"DBPR license inactive; DBPR-only record, not found on Google Maps - verify still operating"
QMBS LLC,"DE LEON, LUIS E",DBPR qualifier,,,,1215 CANDLEWOOD DRIVE,Lakeland,33812,,,CCC1328545,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
R.I.G. CONSTRUCTION & ROOFING,"CURTIS, JAMES MICHAEL",DBPR qualifier,,,,PO BOX 252,Winter Haven,33882,,,CCC1329175,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
FRED'S CONSTRUCTION LLC,"FRED, RUBEN",DBPR qualifier,,,,320 RUBENS CIRCLE,Polk City,33868,,,CCC1329414,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
A LICENSED ROOFING COMPANY,"HARRIS, SARAH L",DBPR qualifier,,,,18400 COUNTY ROAD 630,Lake Wales,33898,,,CCC1329489,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
M S SHELTON CONSTRUCTION INC,"SHELTON, MICHAEL SCOTT",DBPR qualifier,,,,110 HIDDEN OAKS LANE,Winter Haven,33884,,,CCC1329628,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
EVANGELISTO CONSTRUCTION LLC,"EVANGELISTO, DOUG A",DBPR qualifier,,,,2424 COMMERCE PT DR,Lakeland,33801,,,CCC1329599,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
PALM CONSTRUCTION INC,"ROBERTS, GREGORY DAVID",DBPR qualifier,,,,5527 OLD BARTOW EAGLE LAKE ROAD,Winter Haven,33880,,,CCC1329842,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
DBM CONSTRUCTION LLC,"MCMILLAN, DAVID B",DBPR qualifier,,,,2505  D R BRYANT RD,Lakeland,33810,,,CCC1330611,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"ROOFING & RENOVATION OF FLORIDA, LLC","ROBBINS, DOUGLAS",DBPR qualifier,,,,3937 Aquilla AQUILLA DR,Lakeland,33810,,,CCC1329923,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"CHARLES H. EVANS III, LLC","EVANS, CHARLES HENRY III",DBPR qualifier,,,,5601 CYPRESS GARDENS RD,Winter Haven,33884,,,CCC1330099,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"BILLY BROWN CONSTRUCTION, INC.","BROWN, BILLY R",DBPR qualifier,,,,3831 GAINES DR,Winter Haven,33884,,,RC29027479,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
GIER ROOFING INC,"BROWN, CHARITY NICOLE",DBPR qualifier,,,,6518 LUNN ROAD,Lakeland,33811,,,CCC1335898; RC29027491,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
FERGUSON CONSTRUCTION AND ALUMINUM,"FERGUSON, BRETT AARON",DBPR qualifier,,,,5050 RALSTON RD,Lakeland,33811,,,CCC1330730,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"DOWELL, JAMES TIMOTHY","DOWELL, JAMES TIMOTHY",DBPR qualifier,,,,1345 COVEY CIR SOUTH,Lakeland,33809,,,CCC1330388,Inactive,,DBPR,"DBPR license inactive; DBPR-only record, not found on Google Maps - verify still operating"
JGK ROOFING LLC,"MOORE, GORDON E",DBPR qualifier,,,,6330  SINKHOLE RD,Bartow,33830,,,CCC1332970,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
KEITH TYER ROOFING LLC,"TYER, AMY ELIZABETH",DBPR qualifier,,,,400 JEH ROAD,Lakeland,33809,,,CCC1330527,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"PROFESSIONAL WATERPROOFING SOLUTIONS, LLC.","HAMMEN, JOHN T",DBPR qualifier,,,,1518 S LAKE MIRROR DR NW,Winter Haven,33881,,,CCC1330579,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"DEMPSEY ROOFING SERVICE, INC.","DEMPSEY, BRYAN ALLEN",DBPR qualifier,,,,939 BROWNING ROAD,Lakeland,33811,,,CCC1330598,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"EVERDEAN CONSTRUCTION, LLC","DEAN, GEORGE RYAN",DBPR qualifier,,,,PO BOX 508,Auburndale,33823,,,CCC1330727,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
NEXT GRC LLC,"JARAMILLO, UZZIEL ISAIAS",DBPR qualifier,,,,6237  ASHLEY,Lakeland,33813-4467,,,CCC1330759,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"RING, JAMES LEON","RING, JAMES LEON",DBPR qualifier,,,,828 PARK HILL AVENUE,Lakeland,33801,,,CCC1332754,Inactive,,DBPR,"DBPR license inactive; DBPR-only record, not found on Google Maps - verify still operating"
UNITY HOME AND PROPERTY REPAIR SOLUTIONS,"RING, CURTIS SCOTT",DBPR qualifier,,,,5739 OLD HWY 37,Lakeland,33811,,,CCC1331244,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
FRANZA CONSTRUCTION INC,"FRANCO ZAPIEN, JORGE SMITH",DBPR qualifier,,,,425 DIAMOND ACRES RD,Davenport,33837,,,CCC1331324,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"FILOMENO ROOFING & CONSTRUCTION, LLC.","FILOMENO, CHRISTIAN",DBPR qualifier,,,,112 7TH WAHNETA ST EAST,Winter Haven,33880,,,CCC1331934,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
TRUE PRO ROOFING LLC,"PFANTZ, ROBERT GAGE",DBPR qualifier,,,,106 ANARECE AVE,Auburndale,33823,,,CCC1331929,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"D & D HANDYMAN TEAM, LLC","MILLER, DENNIS JAMES SR",DBPR qualifier,,,,2326  CAPPS ROAD,Lake Wales,33898,,,CCC1331933,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
POLK ROOFS LLC,"WHITMAN, JEREMY R",DBPR qualifier,,,,4371 DIAMOND RD,Winter Haven,33880,,,CCC1332593,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
JANJA GROUP LLC,"STUCKEY, ANTHONY TERRELLE",DBPR qualifier,,,,752 DARING DRIVE,Davenport,33837,,,CCC1334684,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
GENESIS INNOVATIVE BUILDING SERVICES LLC,"ALBRITTON, LARRY LAMAR II",DBPR qualifier,,,,2417 FUSSELL ROAD,Polk City,33868,,,CCC1331649,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"PROACTIVE ROOF SYSTEMS AND CONSTRUCTION, LLC","GORDON, DAVID MICHAEL",DBPR qualifier,,,,1134 LONGWOOD OAKS BLVD,Lakeland,33811,,,CCC1331768,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"DENSON BUILDERS GROUP, L.L.C.","DENSON, DARRYL RICHARD",DBPR qualifier,,,,2205 COUNTRY LOOP SOUTH,Lakeland,33803,,,CCC1333231,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
KOOLY ROOFING INC,"SEWNARINE, PAYNE MICHEAL",DBPR qualifier,,,,215 E MAIN STREET,Dundee,33838,,,CCC1332138,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
AFTERMATH SOLUTIONS LLC,"GASIEWSKI, ROBERT S",DBPR qualifier,,,,8415 TOMOKA RUN,Lakeland,33810,,,CCC1331795,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"WCM CONSTRUCTION & ROOFING, LLC","WARREN, MATTHEW TODD; WARREN, RONALD TODD",DBPR qualifier,,,,PO BOX 1335,Eagle Lake,33839,,,CCC1332250; CCC1334541,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
JB CORNERSTONE CONSULTING LLC,"BRACERO, JOVANNI LUIS",DBPR qualifier,,,,102 LESLIE   AVE,Winter Haven,33880,,,CCC1332074,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
INDIVIDUAL,"BINNS, TOBY; DEKLE, AUSTIN REED; GILLIGAN, DANIEL STEPHAN; HANSON, LEVI HANSON LEROY; HORNING, M JORIANE; TOWNSLEY, ALEXANDER; WALKER, DONALD PATRICK JR",DBPR qualifier,,,,109 AMBERSWEET WAY #187,Davenport,33897,,,CCC1332845; CCC1334817; CCC1334935; CCC1335220; CCC1335989; CCC1337327; RC29027952,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"BUDGET ROOFING & CONSTRUCTION, INC.","WILLIAMS, CHRISTOPHER RYAN",DBPR qualifier,,,,PO BOX 1737,Eagle Lake,33839,,,CCC1332172,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
STALLION ROOFING AND RECONSTRUCTION LLC,"ROMERO YANEZ, DANIEL",DBPR qualifier,,,,201 HAMPDEN RD,Winter Haven,33884,,,CCC1335674,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"LEGENDARY CONSTRUCTION, LLC","BELLINGER, MICHAEL S",DBPR qualifier,,,,P.O. BOX 486,Auburndale,33823,,,CCC1332580,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"POSH ROOFING, LLC","CLAYTON, ERICK ASHLEY",DBPR qualifier,,,,5735 LAKE MABEL LOOP RD,Lake Wales,33898,,,CCC1332546,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
JHI ROOFING,"MEDINA, JOSHUA SOUZA",DBPR qualifier,,,,147  N HAMPTON DR.,Davenport,33897,,,CCC1333317,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"KENNEY, JOHN HENRY III","KENNEY, JOHN HENRY III",DBPR qualifier,,,,133 ALGONQUIN TRAIL,Mulberry,33860,,,CCC1332933,Inactive,,DBPR,"DBPR license inactive; DBPR-only record, not found on Google Maps - verify still operating"
"RITE ROOFERS, LLC","SECKINGER, TREVER RAYMOND",DBPR qualifier,,,,1391 NORMANDY HEIGHTS CIRCLE,Winter Haven,33880,,,CCC1337095,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"DBR CONSTRUCTION, LLC","BETTS, BRANDON CARLTON",DBPR qualifier,,,,885 BROCK RD,Bartow,33830,,,CCC1333156,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
JGC ROOFING CONTRACTOR INC,"GUTIERREZ, JOAQUIN",DBPR qualifier,,,,900 N 22ND ST,Haines City,33844,,,CCC1336240,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"DSG SITE SERVICES, INC.","GILLIGAN, DANIEL STEPHAN",DBPR qualifier,,,,6011 ALLEN LN,Lakeland,33811,,,CCC1332698,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
COMMERCIAL ROOFING DEPOT,"PATTERSON, NATHANIEL CURTIS",DBPR qualifier,,,,2402 NEWPORT AVENUE,Lakeland,33803,,,CCC1332627,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
DCR TAMPA LLC,"DUGGAN, PATRICK JOSEPH",DBPR qualifier,,,,5114 KIRKLAND RD,Lakeland,33811,,,CCC1332831,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
TECTA AMERICA WEST FLORIDA LLC,"KIRKPATRICK, NORMAN L",DBPR qualifier,,,,185 LAYNEWADE RD,Polk City,33868,,,CCC1332790,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
SQUARE 1 CONSTRUCTION & DEVELOPMENT LLC,"WALSH, JONATHON",DBPR qualifier,,,,23781 US HIGHWAY 27,Lake Wales,33859,,,CCC1336221,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"GAULT CONSTRUCTION, LLC","GAULT, LANGLEY EVERETTE",DBPR qualifier,,,,166 LAKE ROY DRIVE,Winter Haven,33884,,,CCC1333100,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
EIZERE SERVICES LLC,"EIZERE, FRANKE",DBPR qualifier,,,,376 PALMETTO AVE NE,Winter Haven,33881,,,CCC1333644,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
AMERICOM ROOFING LLC,"ASTELLO, MATTHEW PAUL",DBPR qualifier,,,,4417 GLENVIEW DR,Lakeland,33810,,,CCC1336818,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
ALPHA ROOFING CO.,"GARCIA, JATNIEL",DBPR qualifier,,,,2813 JENNIFER DRIVE,Lakeland,33810,,,CCC1333730,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
QUICK QUOTE ROOFING LLC,"CRIDLIN, MARK D",DBPR qualifier,,,,6032 MALCOMB DR,Lakeland,33813,,,CCC1332836,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
PREMIUM ROOFING SYSTEMS LLC,"GILLIGAN, DANIEL STEPHAN",DBPR qualifier,,,,6011 ALLEN LN,Lakeland,33811,,,CCC1333047,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
ROOF TOP EXPERTS LLC,"MARTINEZ, MATTHEW R",DBPR qualifier,,,,316 AVE A WAHNETA E,Winter Haven,33880,,,CCC1333316,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"MENCHACA, PAULINA","MENCHACA, PAULINA",DBPR qualifier,,,,1401 TIGER LAKE RD,Lake Wales,33898,,,CCC1333101,Inactive,,DBPR,"DBPR license inactive; DBPR-only record, not found on Google Maps - verify still operating"
PRIME CHOICE ROOFING LLC,"CENDEJAS, ROBERTO CARLOS SR",DBPR qualifier,,,,6850  STATE ROAD 544 E,Haines City,33844,,,CCC1333105,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"DRIESLER CONSTRUCTION, LLC","DRIESLER, JAKE AUSTIN",DBPR qualifier,,,,119  LAKE CALOOSA LANDING,Frostproof,33843,,,CCC1334795,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
CUSTOM RENOVATIONS LLC,"HAMILTON, DENNIS KEITH",DBPR qualifier,,,,4503 HILLMAN LANE,Lakeland,33813,,,CCC1333310,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"DEAN, GEORGE RYAN","DEAN, GEORGE RYAN",DBPR qualifier,,,,3909 BERKLEY RD,Auburndale,33823,,,CCC1333393,Inactive,,DBPR,"DBPR license inactive; DBPR-only record, not found on Google Maps - verify still operating"
"A. F. NEAL CONSTRUCTION, INC","NEAL, ADRIAN F",DBPR qualifier,,,,2158 HADLEY RD,Bartow,33830,,,CCC1333386,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
WEST FLORIDA ROOFING LLC,"DUGGAN, PATRICK JOSEPH",DBPR qualifier,,,,5114 KIRKLAND RD,Lakeland,33811,,,CCC1333786,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
STORM READY ROOFING & CONSTRUCTION LLC,"GRAY, TRENTON DANTE",DBPR qualifier,,,,1038 #104 RETREAT DRIVE,Bartow,33830,,,CCC1335992,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
UNITED ROOFING & MAINTENANCE LLC,"CRISTO, KEVIN",DBPR qualifier,,,,1666 DELIGHTFUL DR,Davenport,33896,,,CCC1333743,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
HARMON'S SERVICES LLC,"HARMON, MICHAEL KEITH",DBPR qualifier,,,,111 6TH AVE SE,Mulberry,33860,,,RC29027832,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"WIENER DOG ROOFING, LLC","WASSON, ERIC DAVID",DBPR qualifier,,,,1438 MOCKINGBIRD LANE,Lakeland,33801,,,CCC1334263,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
MICHAEL KNUDSTRUP LLC,"KNUDSTRUP, MICHAEL DAVID",DBPR qualifier,,,,2224 FLAMING ARROW DRIVE,Lakeland,33813,,,CCC1333885,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"ROOFING KING,L.L.C.","MELE, BRANDON JOSUHA",DBPR qualifier,,,,5805 FLOY DRIVE,Lakeland,33810,,,CCC1334564,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
PARADISE ROOFING SERVICE LLC,"FRANK, THOMAS",DBPR qualifier,,,,2370 LANCASHIRE ST,Davenport,33896,,,CCC1334459,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
FORTUNE EAGLE CONSTRUCTION LLC,"ALVES, CLAUDIO RAFAEL SR",DBPR qualifier,,,,279 WILLOW BEND DR,Davenport,33897,,,CCC1336127,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"PLATINUM SERVICES GROUP, LLC","LA PORTE, RENE",DBPR qualifier,,,,6043 US HWY 17-92 NORTH,Davenport,33896,,,CCC1334611,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
ROOF RIGHT BY HARPER LLC,"HARPER, PAUL SEAN",DBPR qualifier,,,,1420 S FLORIDA AVE,Lakeland,33803,,,CCC1335576,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"HARRIS CONSTRUCTION SERVICES, LLC","HARRIS, JIMMY",DBPR qualifier,,,,6534 EVERGREEN PARK DRIVE,Lakeland,33813,,,CCC1334913,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
PEDRO'S ROOFING,"PAPP, JONATHAN JASON",DBPR qualifier,,,,747 LAKE CLARK COURT,Lakeland,33813,,,CCC1334556,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
JDW CONTRACTORS LLC,"WRIGHT, JONATHAN D SR",DBPR qualifier,,,,2404  GRESS LANE,Lakeland,33805,,,CCC1335095,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
MAHAN CONSTRUCTION OF POLK COUNTY INC.,"MAHAN, CHRISTOPHER MARK",DBPR qualifier,,,,PO BOX 3542,Winter Haven,33885,,,RC29027865,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"RED FEATHER ROOFING AND SHEET METAL, LLC","LEGGETT, CHRISTOPHER LEE",DBPR qualifier,,,,457 OAKLANDING BLVD,Mulberry,33860,,,CCC1336698,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
PREMIER CONSTRUCTION LLC,"CARREROU, PETER O III",DBPR qualifier,,,,1136 1ST STREET SOUTH,Winter Haven,33880,,,CCC1337610,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"ESTERLINE CONSTRUCTION, INC.","ESTERLINE, DANIEL M",DBPR qualifier,,,,940 LAKE HOLLINGSWORTH DRIVE,Lakeland,33803,,,CCC1337005,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
SWAN CITY ROOFING LLC,"BRYANT, JASON ANDREW",DBPR qualifier,,,,6017 PIER PLACE DR.,Lakeland,33813,,,CCC1336288,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
PLATINUM ROOFING COMPANY,"ALDACO, JOSE JUAN JR",DBPR qualifier,,,,1313 CYPRESS RIDGE LOOP,Lake Alfred,33850,,,CCC1337016,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"UPTHEGROVE EXTERIORS, LLC","UPTHEGROVE, CHRISTOPHER HUNTER",DBPR qualifier,,,,4798 S FLORIDA AVE #182,Lakeland,33813,,,CCC1336149,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"SWONGER, KYLE PHILLIP","SWONGER, KYLE PHILLIP",DBPR qualifier,,,,1075 W LAKE HAMILTON DRIVE,Winter Haven,33881,,,CCC1336176,Inactive,,DBPR,"DBPR license inactive; DBPR-only record, not found on Google Maps - verify still operating"
THE HUMBLE ROOFING AND REAL STATE LLC,"HARRISON, ROY G",DBPR qualifier,,,,321 ORANGE ST,Auburndale,33823,,,CCC1335375,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"METALMAX BUILDINGS, INC.","BROGEN, JAMES BRIAN",DBPR qualifier,,,,6355 BETHLEHEM ROAD,Mulberry,33860-9034,,,CCC1335668,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
1ST FLORIDA ROOFING,"MURPHY, ROBERT JOHN",DBPR qualifier,,,,501 RIDGE VIEW DRIVE,Davenport,33837,,,CCC1336325,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"ZMC ROOFING, LLC","WHITENER, WILLIAM SCOTT",DBPR qualifier,,,,1601 TAYLOR ROAD,Bartow,33830,,,CCC1335909,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
BLACK OX CONSTRUCTION LLC,"VELASQUEZ, EDUARDO",DBPR qualifier,,,,2359 GERBER DAIRY RD,Winter Haven,33880-5860,,,CCC1335626,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
RB&B ROOFING LLC,"BELMONTES, ROBERTO LOUIS",DBPR qualifier,,,,P.O. BOX 1405,Auburndale,33823,,,CCC1336072,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"GREEN CONSTRUCTION SERVICES, LLC","PURCELL, NATHAN THOMAS",DBPR qualifier,,,,6832 CRESCENT OAKS CIRCLE,Lakeland,33813,,,CCC1336289,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
CIMA BUILDING SOLUTIONS INC.,"REYNOSO, JUAN MANUEL",DBPR qualifier,,,,4516 PENKERT PL,Lakeland,33811,,,CCC1336363,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
FLORIDA EXTERIOR - INTERIOR CONTRACTING GROUP LLC,"COVELLI, DANIEL BENJAMIN",DBPR qualifier,,,,671  THOUSAND OAKS BLVD,Davenport,33896,,,CCC1336275,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"KCD ROOFING, LLC","BRINK, KENT",DBPR qualifier,,,,1203 LYNCHBURG ROAD,Lake Alfred,33850,,,CCC1337338,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"EMC HOME REMODELING, INC.","MCCOY, ERIC VINCENT",DBPR qualifier,,,,545 AVE I SE,Winter Haven,33880,,,CCC1336261,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
UMBRELLA PROPERTY SOLUTIONS,"BELLI, RANDY VAHIT",DBPR qualifier,,,,1732 ATHENS COURT,Lakeland,33803,,,CCC1336526,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
HAMILTON & SONS ROOFING LLC,"HAMILTON, WILLIAM DONALD",DBPR qualifier,,,,7623 LEWIS RD,Lakeland,33810,,,CCC1336318,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"PRECISION ROOFING SOLUTIONS, INC.","DENNY, TAD ALLEN",DBPR qualifier,,,,1753 SHERWOOD LAKES BOULEVARD,Lakeland,33809,,,CCC1337854,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
47TH ROOFING LLC,"BELCHER, LUKAS VAUGHN",DBPR qualifier,,,,331 NORTH CLEVELAND AVENUE,Fort Meade,33841,,,CCC1337175,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
PROFORMANCE BUILDER SOLUTIONS,"LEO, JUSTIN ANTHONY",DBPR qualifier,,,,136 MARYLEE LANE,Auburndale,33823,,,CCC1337295,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"UNIVERSAL ROOFING & CONSTRUCTION, LLC","WALSH, JONATHON",DBPR qualifier,,,,23781 US HIGHWAY 27,Lake Wales,33859,,,CCC1336967,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
RIVER MOUNTAIN METAL ROOFING,"SAMPATH, RYAN",DBPR qualifier,,,,3009 BROOKS ST. UNIT 4-5,Lakeland,33803,,,CCC1337311,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
DENALI COMPLETE CONSTRUCTION,"HAGAN, SHANON ANDREW",DBPR qualifier,,,,149 WATERVIEW CIRCLE,Auburndale,33823,,,CCC1337511,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
ROSS ROOFING AND RESTORATION LLC,"BOUTHNER, TANESHA LASHAY",DBPR qualifier,,,,570  BROOKESHIRE DR,Davenport,33837,,,CCC1337067,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
BLACK OX ROOFING LLC,"ZAVALA CAMARILLO, JAVIER",DBPR qualifier,,,,730 FORREST DRIVE,Bartow,33830,,,CCC1337572,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"E & J ROOFING, LLC","REID-WILLIAMSON, ELSIE",DBPR qualifier,,,,1168 DEEPWATER CIR,Eagle Lake,33839,,,CCC1337105,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
"WATCHMEN CONSTRUCTION GROUP, LLC","WALSH, JONATHON",DBPR qualifier,,,,23781 US HIGHWAY 27,Lake Wales,33859,,,CCC1337277,Active,,DBPR,"DBPR-only record, not found on Google Maps - verify still operating"
